,symbol,description,type,exchange,currency_code,currency-logoid,base-currency-logoid,provider_id,source2,source_id,typespecs,prefix,logoid,params,contracts
856,AUCTIONUSDT,AUCTION / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAUCTION,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
857,EDUUSDT.P,EDU / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCEDUO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
858,OSMOUSDT,OSMO / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCOSMO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
859,TRUMPUSDT,MAGA / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCTRUMPM,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
860,RUNEUSDT.P,RUNE / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCRUNE,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
861,LINKUSDT,LINKUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCLINK,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'defi']",BYBIT,,,
862,LRCUSD,Loopring / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCLRC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,"['crypto', 'defi']",COINBASE,,,
863,TRUUSDT.P,TrueFi / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTRU,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
864,TREMPUSDT,Doland Tremp / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCTREMP,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
865,XMRUSD,Monero / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCXMR,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
866,RENUSDT.P,Ren / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCREN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
867,CHRUSDT.P,CHR / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCHR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
868,RUNEBTC,RUNE / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCRUNE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
869,RNDRUSDT,Render (ERC-20) / Tether,spot,Coinbase,USDT,crypto/XTVCUSDT,crypto/XTVCRNDR,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
870,CAKEUSDT.P,CAKE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCAKE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
871,DOGEUSDT.P,DOGE/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCDOGE,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
872,GMXUSDT.P,GMX / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCGMX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
873,LINKUSD.P,LINK Perpetual Futures Contract,swap,Binance,USD,country/US,crypto/XTVCLINK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
874,ETCUSD,Ethereum Classic / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCETC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
875,VETUSD,VeChain / US Dollar,spot,Binance,USD,country/US,crypto/XTVCVET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
876,SLERFUSDT.P,SLERFUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCSLERF,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
877,SPXSOL_9T1H1U.USD,SPX6900 (Wormhole) / Wrapped SOL on Solana (9t1H1uDJ558iMPNkEPSN1fqkpC4XSPQ6cqSf6uEsTfTR) in USD,spot,Raydium Solana,USD,country/US,crypto/XTVCSPX,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
878,BTCJPY,Bitcoin / Yen,spot,bitFlyer,JPY,country/JP,crypto/XTVCBTC,bitflyer,"{'id': 'BITFLYER', 'name': 'BitFlyer', 'description': 'BitFlyer'}",BITFLYER,['crypto'],BITFLYER,,,
879,ETHBTC,Ethereum / Bitcoin,spot,Kraken,BTC,crypto/XTVCBTC,crypto/XTVCETH,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
880,DENTUSDT,DENT / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCDENT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
881,FETBTC,Fetch.AI / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCFET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
882,RONUSDT,Ronin/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCRON,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
883,REEFUSDT.P,REEF / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCREEF,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
884,AEVOUSDT.P,AEVO / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAEVO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
885,BSVUSDT.P,BSV / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBSV,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
886,ASTRUSDT.P,ASTR / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCASTR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
887,ANKRUSDT.P,Ankr / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCANKR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
888,AIOZUSDT,AIOZ Network / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCAIOZ,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
889,ZECUSDT.P,ZECUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCZEC,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
890,NFPUSDT,NFP / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCNFPR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
891,10000WENUSDT.P,10000WENUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
892,C98USDT.P,C98 / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCC98,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
893,ONEUSDT.P,Harmony / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCONE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
894,SOLUSD,Solana / U.S. dollar,spot,Bitstamp,USD,country/US,crypto/XTVCSOL,bitstamp,"{'id': 'BITSTAMP', 'name': 'Bitstamp', 'description': 'Bitstamp'}",BITSTAMP,['crypto'],BITSTAMP,,,
895,RAYUSDT,Raydium/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCRAY,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'defi']",,,,
896,ARUSDT,Arweave / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCAR,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
897,MEWUSDT,CAT IN A DOGS WORLD / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCMEW,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
898,MATICUSD,Polygon,spot,CRYPTO,USD,country/US,crypto/XTVCMATIC,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
899,SOLUSDC,SOL / USD Coin,spot,Binance,USDC,crypto/XTVCUSDC,crypto/XTVCSOL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
900,ATAUSDT.P,ATA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCATA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
901,ZETAUSDT.P,ZETAUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCZETAC,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
902,HBARUSDT.P,HBARUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCHBAR,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
903,1000FLOKIUSDT.P,1000FLOKIUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
904,BTCFDUSD,Bitcoin / FDUSD,spot,Binance,FDUSD,crypto/XTVCFDUSD,crypto/XTVCBTC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
905,IOTXUSDT,IoTeX / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCIOTX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
906,HBARUSD,Hedera / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCHBAR,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
907,HNTUSDT,HNTUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCHNT,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
908,CELRUSDT.P,Celer Network / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCELR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
909,ETHEUR,Ethereum / Euro,spot,Binance,EUR,country/EU,crypto/XTVCETH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
910,ZENUSDT.P,Horizen / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCZEN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
911,HOOKUSDT.P,HOOK / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCHOOK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
912,LCXUSD,LCX / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCLCX,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
913,KASUSDT.P,KAS / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCKAS,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
914,ZILUSDT.P,Zilliqa / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCZIL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
915,SOLUSDT,SOLUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
916,BTCUSDT,Bitcoin / Tether USD,spot,Kraken,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
917,XRPUSD.P,XRP Perpetual Futures Contract,swap,Binance,USD,country/US,crypto/XTVCXRP,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
918,KUBTHB,Bitkub Coin,spot,Bitkub,THB,country/TH,crypto/XTVCKUB,bitkub,"{'id': 'BITKUB', 'name': 'Bitkub', 'description': 'Bitkub'}",BITKUB,['crypto'],BITKUB,,,
919,DOGEUSDT.P,DOGEUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCDOGE,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
920,TAOUSD,TAO / US Dollar,spot,Binance,USD,country/US,crypto/XTVCTAOB,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
921,MYROUSDT,MYROUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCMYRO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
922,AVAXUSDT,Avalanche / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCAVAX,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
923,AXLUSDT.P,AXL / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAXL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
924,GOATUSDT,GOATSEUS MAXIMUS / TETHER,spot,CoinEx,USDT,,,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
925,LOOMUSDT.P,Loom Network / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCLOOM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
926,HOPPYUSDT,Hoppy / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCHOPPY2,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
927,IMXUSD,Immutable / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCIMXIMMUTABLEX,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
928,ENAUSDT,ENAUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCENA,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'defi']",BYBIT,,,
929,ETHUSDT.P,ETHEREUM/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCETH,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
930,RDNTUSDT,RDNT / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCRDNT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
931,DOGEUSD,DOGE / Dollar,spot,Bitfinex,USD,country/US,crypto/XTVCDOGE,bitfinex,"{'id': 'BITFINEX', 'name': 'Bitfinex', 'description': 'Bitfinex'}",BITFINEX,['crypto'],BITFINEX,,,
932,LTCUSDT,LTCUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCLTC,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
933,HIFIUSDT.P,HIFI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCHIFI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
934,MYROUSDT,Myro / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCMYRO,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
935,SUNDOGUSDT,SUNDOG / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
936,LTCUSD,Litecoin / US Dollar,spot,Binance,USD,country/US,crypto/XTVCLTC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
937,GRTUSDT.P,GRTUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCGRAPH,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
938,SSVUSDT,SSV / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSSV,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
939,FIDAUSDT.P,FIDA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCFIDA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
940,SYNUSDT.P,SYN / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSYNSYNAPSE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
941,API3USDT.P,API3USDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCAPI3,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
942,FLOKIUSD,FLOKI,spot,CRYPTO,USD,country/US,crypto/XTVCFLOKI,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
943,SKLUSDT.P,SKL / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSKL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
944,DASHUSDT.P,Dash / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCDASH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
945,ZETAUSDT,ZetaChain/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCZETAC,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
946,1000CATUSDT.P,1000CATUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
947,BTCCAD,Bitcoin / Canadian Dollar,spot,Kraken,CAD,country/CA,crypto/XTVCBTC,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
948,SCFSOL_6USPEB.USD,Smoking Chicken Fish / Wrapped SOL on Solana (6USpEBbN94DUYLUi4a2wo3AZDCyozon1PLGYu27jzPkX) in USD,spot,Raydium Solana,USD,country/US,crypto/XTVCSCFS,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
949,AGLDUSDT.P,AGLD / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAGLD,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
950,AGLDUSDT.P,AGLD / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAGLD,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
951,BBUSDT,BB / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBBBOU,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
952,VELOUSD,Velodrome Finance / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCVELOD,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
953,VITEUSDT,VITE / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCVITE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
954,BTCAUD,Bitcoin / Australian Dollar,spot,Kraken,AUD,country/AU,crypto/XTVCBTC,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
955,LINAUSDT,LINA / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCLINA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
956,NEARUSDT,NEAR Protocol / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCNEAR,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
957,HNTUSDT.P,HNTUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCHNT,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
958,MICHISOL_GH8ERS.USD,michi / Wrapped SOL on Solana (GH8Ers4yzKR3UKDvgVu8cqJfGzU4cU62mTeg9bcJ7ug6) in USD,spot,Raydium Solana,USD,country/US,crypto/XTVCMICHI2,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
959,ZENUSDT,Horizen / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCZEN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
960,BIGTIMEUSDT.P,BIGTIME / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCBIGTIME,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
961,POLYXUSDT.P,POLYX / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPOLYX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
962,XVSUSDT,XVS / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCXVS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
