,symbol,description,type,exchange,currency_code,currency-logoid,base-currency-logoid,provider_id,source2,source_id,typespecs,prefix,logoid,params,contracts
5638,CARVUSDT.P,CARV/USDT Perpetual Contract,swap,BingX,USDT,,,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5639,FLOYDAISOL_2RWDS9.USD,George Droyd / Wrapped SOL on Solana (2RWdS9xeDXSMgkRZnT2uk4FmnXtykVq6LLYvxPWVUmS3) in USD,spot,Raydium Solana,USD,,,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
5640,OMUSDT.PS,OM/USDT,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCOM,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual', 'defi']",BINGX,,,
5641,PAXGUSDT,PAX Gold / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCPAXG,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5642,WIFUSD.P,WIF Perpetual Futures Contract,swap,Binance,USD,country/US,crypto/XTVCWIF,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
5643,WNEUSDT,Winee3/Tether,spot,Gate.io,USDT,,,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5644,ACEUSDT.P,ACEUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCACEF,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
5645,GTCUSDT.P,GTC / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCGTCG,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5646,KP3RUSDT,Keep3r/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCKP3R,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'defi']",,,,
5647,PONKEUSDT,PONKE / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCPONKE,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5648,SOLUSD.P,SOL / US Dollar Perpetual Quanto Swap Contract,swap,BitMEX,USD,country/US,crypto/XTVCSOL,bitmex,"{'id': 'BITMEX', 'name': 'BitMEX', 'description': 'BitMEX'}",BITMEX,"['perpetual', 'crypto']",BITMEX,,,
5649,VETUSDT.P,VET/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCVET,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5650,SDEXUSDT,SDEXUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCSDEX,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'defi']",BITGET,,,
5651,TBANKUSDT,TaoBank / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCTBANK,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5652,WAVESUSD,Waves,spot,CRYPTO,USD,country/US,crypto/XTVCWAVES,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5653,ZEROUSDT,ZeroLend / Tether,spot,KuCoin,USDT,,,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5654,AIDOGEUSDT,ARBDOGE AI / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCAIDOGE,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5655,CRUUSDT,Crust/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCCRU,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5656,FLOYDAISOL_2RWDS9.USD,George Droyd / Wrapped SOL on Solana (2RWdS9xeDXSMgkRZnT2uk4FmnXtykVq6LLYvxPWVUmS3) in USD,spot,Raydium Solana,USD,,,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
5657,JOEUSD,JOE / US Dollar,spot,Binance,USD,country/US,crypto/XTVCJOE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'defi', 'synthetic']",BINANCE,,,
5658,LUNA2USD,LUNA2 / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCLUNA,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5659,STARLUSDT,STARLINK/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCSTARL,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5660,VGXUSDT.P,VGX / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCVGX,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5661,FOXYUSDT.P,FOXY/USDT Perpetual Contract,swap,BingX,USDT,,,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5662,LRCUSDT.P,LOOPRING/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCLRC,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
5663,OGNUSDT.P,OGN / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCOGN,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
5664,PONKEUSDT,PONKE / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCPONKE,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5665,SERSHUSDT,Serenity Shield/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCSERSH,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5666,XNAUSDT,NEURAI / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCXNA,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5667,ACEUSDT.P,ACEUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCACEF,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
5668,AXLBTC,AXL / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCAXL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5669,BANDUSDT.P,BANDUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCBAND,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual', 'defi']",BITGET,,,
5670,BLURUSD,BLUR / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCBLUR,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5671,ELIXUSDT,ELIXUSDT SPOT,spot,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5672,ENJUSDT.P,ENJUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCENJ,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5673,ETHUSD.P,ETHUSD Perpetual Swap Contract,swap,OKX,USD,country/US,crypto/XTVCETH,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
5674,JUPUSDT,JUPITER / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCJUPI,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5675,NUMUSD,Numbers Protocol,spot,CRYPTO,USD,country/US,crypto/XTVCNUM,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5676,STRKUSD,STRK / US Dollar,spot,Binance,USD,country/US,crypto/XTVCSTRKS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
5677,ALPHASOL_386PKM.USD,reject modernity / Wrapped SOL on Solana (386pKmmDNXnoVgN1LEKFrZvDkZEpaNrFhECD9uUZqBzC) in USD,spot,Raydium Solana,USD,country/US,crypto/XTVCALPHA,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,"['crypto', 'defi']",RAYDIUM,,,
5678,ARPAUSDT,ARPA Token / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCARPA,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5679,BTCUSDT.P,Bitcoin perpetual contract,swap,WhiteBIT,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,whitebit,"{'id': 'WHITEBIT', 'name': 'WhiteBIT', 'description': 'WhiteBIT'}",WHITEBIT,"['crypto', 'perpetual']",WHITEBIT,,,
5680,CATSUSDT,CATS / TETHER,spot,CoinEx,USDT,,,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5681,CATSUSDT.P,CATSUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,,,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5682,CELOUSDT.P,CELOUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCCELO,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5683,DODOUSDT.P,DODO / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCDODO,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
5684,IOSTUSDT.P,IOST / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCIOST,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5685,LINKEUR,ChainLink / Euro,spot,Binance,EUR,country/EU,crypto/XTVCLINK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
5686,NEONUSDT,Neon EVM / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCNEONE,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5687,POLUSD,POL / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCPOLYG,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5688,PRQUSDT,PARSIQ / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCPRQ,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5689,RONBTC,RONIN / BITCOIN,spot,CoinEx,BTC,crypto/XTVCBTC,crypto/XTVCRON,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5690,SEXYUSDT,EthXY / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCSEXY,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5691,BNBUSD,BNB Futures Contract,futures,Binance,USD,country/US,crypto/XTVCBNB,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,,,crypto/XTVCBNB,,"[{'symbol': 'BNBUSDZ2024', 'typespecs': ['crypto'], 'description': 'Dec 2024', 'prefix': 'BINANCE'}, {'symbol': 'BNBUSDH2025', 'typespecs': ['crypto'], 'description': 'Mar 2025', 'prefix': 'BINANCE'}]"
5692,CELOUSDT,CELO / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCCELO,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5693,CTCUSDT,Creditcoin/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCCTC,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
5694,DOGINMEUSDT,DOGINME / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCDOGINME,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5695,KNCUSDT.P,KNC/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCKNC,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual', 'defi']",BINGX,,,
5696,LINKGBP,Chainlink / British Pound,spot,Coinbase,GBP,country/GB,crypto/XTVCLINK,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,"['crypto', 'defi']",COINBASE,,,
5697,SWCHUSDT,SWISSCHEESE / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCSWCH,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5698,TURBOSUSDT,Turbos Finance / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCTURBOS,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5699,AEVOUSDT.P,AEVOUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCAEVO,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5700,CELOUSDT.P,CELOUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCCELO,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5701,DOGINMEUSDT,DOGINME / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCDOGINME,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5702,KNCUSDT.P,KNC/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCKNC,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual', 'defi']",BINGX,,,
5703,LSKUSDT.P,LSKUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCLSK,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
5704,MOVRUSD,MOVR / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCMOVR,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5705,ZILUSD,Zilliqa,spot,CRYPTO,USD,country/US,crypto/XTVCZIL,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5706,AEVOUSDT.P,AEVOUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCAEVO,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5707,EVERUSDT,Everscale(EVER)/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCEVER,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5708,MOGUSDT,MOG / Tether USD,spot,HTX,USDT,crypto/XTVCUSDT,crypto/XTVCMOG,htx,"{'id': 'HTX', 'name': 'HTX', 'description': 'HTX'}",HTX,['crypto'],,,,
5709,STFXUSDT,STFX / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCSTFX,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'defi']",,,,
5710,BALUSDT.P,BALUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCBAL,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual', 'defi']",,,,
5711,CREAMUSDT.P,CREAM / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCCREAM,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
5712,LDOUSDT,LIDO DAO TOKEN / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCLDO,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,"['crypto', 'defi']",COINEX,,,
5713,LUNAEUR,LUNA / Euro,spot,Kraken,EUR,country/EU,crypto/XTVCLUNC,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,"['crypto', 'defi']",KRAKEN,,,
5714,NOMUSDT,Onomy Protocol / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCNOM,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5715,OXTUSDT.P,OXT / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCOXT,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5716,POWRUSD,Powerledger / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCPOWR,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
5717,RAYUSDT,RAYDIUM/USD TETHER,spot,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCRAY,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,['crypto'],BLOFIN,,,
5718,STRKUSD,STRK / US Dollar,spot,Binance,USD,country/US,crypto/XTVCSTRKS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
5719,XMREUR,Monero / Euro,spot,Kraken,EUR,country/EU,crypto/XTVCXMR,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5720,BLOCKASSETUSDT,Blockasset / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCBLOCKA,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5721,CORECHAINUSD,Core / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCCORED,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
5722,ENJUSDT.P,ENJUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCENJ,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5723,GEMSUSDT,Gems / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5724,GFALUSD,Games for a living,spot,CRYPTO,USD,country/US,crypto/XTVCGFAL,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5725,KAVAUSDT.P,KAVA/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCKAVA,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual', 'defi']",BINGX,,,
5726,LINKEUR,ChainLink / Euro,spot,Binance,EUR,country/EU,crypto/XTVCLINK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
5727,LRDSUSD,Blocklords / US Dollar,spot,Coinbase,USD,,,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
5728,SHIBUSDT.P,SHIB USDT PERPETUAL,swap,Pionex,USDT,crypto/XTVCUSDT,crypto/XTVCSHIB,pionex,"{'id': 'PIONEX', 'name': 'Pionex', 'description': 'Pionex'}",PIONEX,"['crypto', 'perpetual']",PIONEX,,,
5729,TRUUSDT,TrueFi / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCTRU,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5730,WAFFLESUSDT,Waffles / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5731,ZBCNUSDT.P,ZBCN / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCZBCN,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5732,ZERCUSD,zkRace,spot,CRYPTO,USD,country/US,crypto/XTVCZERC,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5733,1000FLOKIUSDT.P,FLOKI/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,,,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
5734,AGLDUSDT.PS,AGLD / TETHER Standard Futures,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCAGLD,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5735,ESTEEWETH_E2C456,ESTEE / WRAPPED ETHER on Ethereum (E2C456...633E0D),spot,Uniswap v2 Ethereum,WETH,,,uniswap,"{'id': 'UNISWAP', 'name': 'Uniswap', 'description': 'Uniswap'}",UNISWAP,['crypto'],UNISWAP,,,
5736,ETCUSDT,ETHEREUM CLASSIC / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCETC,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5737,FWOGSOL_5DGHCY.USD,FWOG / Wrapped SOL on Solana (5DGhcY7QKci7BhpAqboHYT3weVPcyNAwUVN8JYCL8viT) in USD,spot,Orca Solana,USD,,,orca,"{'id': 'ORCA', 'name': 'Orca on Solana', 'description': 'Orca on Solana'}",ORCA,['crypto'],ORCA,,,
5738,GRASSUSDT,grass / Tether USD,spot,Poloniex,USDT,,,poloniex,"{'id': 'POLONIEX', 'name': 'Poloniex', 'description': 'Poloniex'}",POLONIEX,['crypto'],POLONIEX,,,
5739,LYXUSD,LUKSO,spot,CRYPTO,USD,country/US,crypto/XTVCLYX,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5740,MAGICUSDT,MAGICUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCMAGICMAGIC,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5741,ALPHAUSDT,Alpha Finance Lab/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCALPHA,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'defi']",,,,
5742,BATUSD,Basic Attention Token / Dollar,spot,Bitfinex,USD,country/US,crypto/XTVCBAT,bitfinex,"{'id': 'BITFINEX', 'name': 'Bitfinex', 'description': 'Bitfinex'}",BITFINEX,"['crypto', 'defi']",BITFINEX,,,
5743,CULTUSDT,Cult DAO / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCCULT,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5744,EGLDEUR,EGLD / Euro,spot,Binance,EUR,country/EU,crypto/XTVCEGLD,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
5745,IRONUSDT,Iron Fish/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCIRON,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5746,MELDUSDT,MELD / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCMELD2,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
